company,quarter,primary_industry,question,answer,summary,question_LM_Positive,question_LM_Negative,question_LM_Polarity,question_LM_Subjectivity,question_HIV4_Positive,question_HIV4_Negative,question_HIV4_Polarity,question_HIV4_Subjectivity,answer_LM_Positive,answer_LM_Negative,answer_LM_Polarity,answer_LM_Subjectivity,answer_HIV4_Positive,answer_HIV4_Negative,answer_HIV4_Polarity,answer_HIV4_Subjectivity,question_Uncertainty,question_Litigious,question_Constraining,answer_Uncertainty,answer_Litigious,answer_Constraining
Employers Holdings Inc,Q4 2024,Financial Services,"So, you know, it sounds like the differential between your kind of your book yield and your new money yield is expanded or should expand next year. Is that right? What do you think about that?","Well, we show that the ending is the four and a half is the ending as of December 31st, but some of that increase from the prior period is a result of that trade.","The question inquires about the expected expansion of the differential between book yield and new money yield. The answer confirms that the ending yield is 4.5% as of December 31st, with some increase attributed to a specific trade.",0,0,0,0,5,0,0.9999998,0.454545413,0,0,0,0,0,1,-0.999999,0.124999984,0,0,0,0,0,0
Employers Holdings Inc,Q4 2024,Financial Services,"And my second question, I'm not sure if you're going to have the data available, but I wanted to talk about kind of the increase in the higher hazard groups, the kind of percentage of in force. Now, for years, that was kind of low single digits. I think in 2022, it went to the higher single digits. In 2023, it may have been in the mid teens. I just kind of want to have an idea of where you see that maybe in 2024. I know that probably will come in the 10K, but I didn't know if you wanted to talk about that right now. And my feeling is, what are the claims trends for the higher hazard business? Is it longer tail? Is it just kind of maybe describe what types of risks you're taking on the books there and how that might impact profitability?","Yeah, so our shift into some of the higher hazard groups has been, that is all tied. Well, not all, but some of that has been tied to the appetite expansion effort. And that's been a very thoughtful expansion. And we have intentionally moved into some of those higher hazard groups. While the class codes that we are writing may be in the higher hazard groups, we're selecting risks that are in the lower hazard range of those hazard groups. Another cause of that shift was from a change that NCCI made about three or four years ago now that remapped hazard groups. So some of the classes that we had been in for years shifted upwards into higher hazard groups. So it's a combination of those two things that's caused that shift over time. I can't tell you exactly what numbers, you know, where we'll land on the percentage","The question inquires about the increase in higher hazard groups and their impact on claims trends and profitability, particularly looking ahead to 2024. The answer explains that the shift into higher hazard groups is a result of a deliberate expansion strategy and changes in classification by NCCI, while still focusing on selecting lower-risk options within those groups.",1,3,-0.499999875,0.07142857,11,2,0.692307639,0.232142853,0,1,-0.999999,0.02,4,0,0.99999975,0.079999998,6,1,0,2,0,0
Employers Holdings Inc,Q3 2024,Financial Services,"Your appetite expansion, the 7% year-to-date, I think that maybe it was a little bit less in the third quarter. What do you think the growth prospects are, you know, just the pace of the appetite expansion? Has that sort of run its course? And you need to take another, you know, another look at the market and look for some new class codes? Or how should we think about that?","Yeah, so I don't think it's run its course. We have what we call our Appetite Working Group, and they are still working and looking to find new class codes that fit in with who we are. And we continue to expand. In fact, we did expand towards the end of the third quarter, our Appetite. At the same time, you know, we also look to find class codes that are not performing to the extent that we feel like they should. And so at times we pull back, too. But there's no intention at all to put to bed that strategy. And we continue to find places where we can grow profitably. And we will continue to do that into 2025 and beyond. you know, until we can't find codes anymore that fit our appetite.","The appetite expansion is ongoing, with efforts to identify new class codes and optimize performance, despite some pullbacks in underperforming areas. The strategy will continue to evolve and expand profitably into 2025 and beyond.",0,0,0,0,2,4,-0.333333278,0.260869554,1,1,0,0.040816326,9,1,0.79999992,0.204081628,1,0,0,0,0,0
Employers Holdings Inc,Q3 2024,Financial Services,The audit premium in 3Q sounds like it's decelerated a bit and maybe it's picked back up in October. Is there anything you've been able to put your finger on as to why you saw the lull in the period?,"We haven't been able to put our finger on anything specific, but we have some, you know, high-level things going on within the economy that we think may have contributed. I actually, you know, was looking at the NCCI came out with a quarterly economic briefing yesterday, and one of the key themes or takeaways from that report was that the labor market slowed meaningfully over the summer and then it picked back up in September. And I found that to be very interesting and sort of synonymous with what we saw over the summer and now we're seeing in October. They also said that they expect more volatility in employment growth and some only modest hiring pace upcoming. That was very similar to what we saw. But there is some volatility out there. It's a very, very difficult number to predict. But, you know, so as the audit premiums have been coming down, we've been decreasing our auditor pool. And as you know, that has an impact on net written premium, which is why we have started sharing the numbers with and without those adjustments.","The audit premium experienced a slowdown in 3Q, possibly due to broader economic factors, including a significant summer decline in the labor market followed by a recovery in September. While the reasons for the lull are not entirely clear, there is anticipated volatility in employment growth, which has influenced the company's auditor pool and net written premium.",0,0,0,0,3,3,0,0.333333315,0,4,-0.99999975,0.064516128,14,6,0.39999998,0.32258064,1,0,0,4,0,0
Employers Holdings Inc,Q3 2024,Financial Services,Anything from your payroll partners around that summer lull of pace of new business? Anything to divine there?,"I haven't heard anything from the payroll partners on that front. I can say that our growth that we've seen continues to be widespread, whether it's coming from our independent agent channel, which is what we call our core channel, But we're also seeing tremendous growth on the digital side. You know, one thing that I do want to point out is our policies in force during the third quarter of 2024 increased by more than they did in the first or second quarter of 2024. So the growth that we saw in the third quarter came from the smaller policy size bands. And that was one of the contributors to the fact that our growth while we did grow, wasn't quite as strong in the third quarter.","The respondent has not received feedback from payroll partners regarding the summer business slowdown, but notes that growth remains strong across various channels, particularly in smaller policy sizes during the third quarter of 2024, despite a slight dip in overall growth compared to earlier quarters.",0,0,0,0,2,1,0.333333222,0.59999988,1,2,-0.333333222,0.07317073,7,4,0.272727248,0.268292676,0,0,0,0,0,0
Employers Holdings Inc,Q3 2024,Financial Services,What's your prognostication for what the NCCI will come up with in terms of aggregate loss costs when we think about 2025? How do you think that'll trend?,"You know, I think from what I've seen so far, the filings that are going to be effective on 1-25 and forward, all of the bureaus, you know, continue to show downward pressure on lost costs, and it's driven by the same things that we've seen in the past, decreases in frequency and very moderate changes in severity. So, you know, I really don't have a crystal ball in terms of what will happen beyond what they have already filed, but I'm not seeing too much of a change there in terms of what they're filing. Now, I will point out that, you know, in every state except Florida, we can adjust our prices to what we feel is appropriate for our book of business, and we continue to do that.","The respondent anticipates that the NCCI will show continued downward pressure on aggregate loss costs for 2025, driven by decreasing frequency and moderate changes in severity. They note that while they cannot predict beyond current filings, they see little change in trends and emphasize the ability to adjust prices in most states.",0,1,-0.999999,0.083333326,2,2,0,0.333333306,1,2,-0.333333222,0.06976744,11,5,0.374999977,0.372093015,0,0,0,0,0,0
Employers Holdings Inc,Q2 2024,Financial Services,"In California, does the workers' comp reimbursement follow Medicare fee schedules in whole or in part?","Yes, it is my understanding that the California medical fee schedules are tied to Medicare. I think, I believe there are some adjustments. It's not dollar for dollar, but yes, they are tied to Medicare.","In California, workers' compensation reimbursement is partially based on Medicare fee schedules, with some adjustments, though it is not a direct dollar-for-dollar correlation.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.9999995,0.153846142,0,0,0,1,0,0
Employers Holdings Inc,Q2 2024,Financial Services,"Now, under the circumstances, are we to think that the risk of future medical inflation is limited if a fee schedule is there? And many other states, I'm not exactly sure of the numbers, but if those are tied to those fee schedules, I assume the government is going to be just as motivated to suppress those costs in the future as they have been in the past. So should we think that medical inflation is less of a risk?","Well, I think generally speaking, the industry has done a really nice job over the last more than a decade of putting medical cost containment measures into place, and those would include medical fee schedules for hospitals, physicians, inpatient and outpatient, and so forth. Many but not all of those fee schedules are tied to Medicare, and so I would think they would move somewhat in tandem. But the fee schedules that have been put in place have been very successful. I mean, you mentioned California in particular, you know, back in, I think it was back in 2013 when they passed Senate Bill 863. That was highly successful, wildly more successful than I think anyone predicted. And so, I would just say generally speaking, the fee schedules and workers' compensation are working and they are helping to keep medical costs under control.","The question inquires whether fee schedules can limit future medical inflation, suggesting that government efforts will continue to suppress costs. The answer affirms that fee schedules have been effective in controlling medical costs, particularly citing California's successful implementation of such measures.",0,1,-0.999999,0.041666665,1,5,-0.666666556,0.24999999,3,0,0.999999667,0.056603773,14,3,0.647058785,0.320754711,3,0,0,2,0,0
Employers Holdings Inc,Q2 2024,Financial Services,"When we think about the top line outlook, audit premiums are still positive, not as positive as they've been, but we've talked about the kind of your expansion and appetite and you could throw in competition. Any kind of general commentary about what you expect when it comes to top-line growth, keeping in mind all the different drivers?","Yeah, I mean, I'm pleased with the level of top-line growth that we're seeing. We did see some pressure this quarter in terms of offsetting costs. The new and renewal business growth, there was an offset in terms of audit pickup slowing down. We also decreased our audit accrual during the quarter. None of it I would say is surprising to me, though, when you look at the underlying economic conditions. As of June, just to give you a few numbers, the BLS, annual change in employment, and hourly wages for leisure and hospitality, which is where a lot of our focus is... So that is what is putting pressure on our audit pickups, and it's also causing us to decrease our audit accrual, and it's bringing our top-line growth down a bit. We're not seeing decreases in terms of the new business premium that's coming through, and our renewal premiums continue to be strong, too. So just to give you a couple of numbers, we ended the quarter with an audit accrual of $34.2 million, and that's a decrease of $5.1 million this quarter. That compares to an increase in the second quarter of 2023. So, you know, that decrease in accrual was a meaningful contributor to both written and earned premium this quarter. But then when you look at audit pickup, they were 4.9 million this quarter versus 7.7 million in the second quarter of 2023. Like I said earlier, if you exclude the final audit pickup and the change in a pool, our gross written premium was up about 10% in the second quarter of 24 relative to the second quarter of 2023. Endorsement premium is also coming in very strong. We recognize about $13 million in endorsements and about $3 million in noncompliant premiums. So the growth that we're seeing is coming from, you know, all of our major distribution channels. Like I said, strong endorsement premium. You mentioned appetite expansion. That is a meaningful contributor to the growth. I think about $41 million of our premium this quarter came from our appetite expansion efforts. And that's performing at a very good loss ratio, very similar to what we're seeing for all of our other classes.","The respondent is optimistic about top-line growth despite some pressures from audit pickups and a decrease in audit accruals due to economic conditions. New and renewal business premiums remain strong, with significant contributions from appetite expansion and endorsements, leading to an overall positive growth outlook.",2,0,0.9999995,0.074074071,8,3,0.454545413,0.407407392,1,3,-0.499999875,0.030769231,33,9,0.571428558,0.323076921,1,0,0,0,0,0
Employers Holdings Inc,Q2 2024,Financial Services,"Mike, the step-down sequentially this quarter is pretty striking. Historically, the progression from 1Q to 2Q is steady or up a little bit. What's the right run rate? First, was there anything unusual this quarter, one-timers, that sort of thing? And then, is this kind of the starting base, so to speak, and apply whatever expense growth or seasonality, that sort of thing, but the 41.4% Is that a good number as a base, starting base?","It's hard to say, Mark, and the reason why is our expenses can ebb and flow. I'm not aware of anything that's particularly unusual in terms of our second quarter of 2024 expenses, but they can vary dramatically based on incentive accruals, timing of IT projects, and all of those types of things. If you recall, when we had this call at year end, we kind of mentioned that the Serity runoff or the Serity integration was going to provide at least a point and a half of relief on our expense ratio versus what it would otherwise be. So that's probably the same thing to bring into the balance of the year. But keep in mind, it will ebb and flow.","The question addresses concerns about a significant drop in expenses from 1Q to 2Q and seeks clarification on whether this is a typical trend and if the current expense ratio of 41.4% can be considered a stable baseline. The answer indicates that while there are no unusual factors affecting expenses this quarter, they can fluctuate due to various reasons, and the integration of Serity may provide some relief in the future.",1,0,0.999999,0.037037036,5,6,-0.090909083,0.407407392,1,1,0,0.04347826,7,4,0.272727248,0.23913043,1,1,0,3,0,0
Employers Holdings Inc,Q2 2024,Financial Services,"And so if we think of last year, I think it's 25%. Is that the way to think about it? A point and a half off of that is a good way to look at it.","With expenses and commissions, I would always look at the year-to-dates because that'll take out some of the noise. But if you look at, say, the year-to-date and then look at at least 1.5 percentage points of savings or so, that's about... what's the best guess I could give you right now?","The question asks about interpreting last year's percentage, suggesting a 1.5% reduction. The answer recommends focusing on year-to-date figures to account for fluctuations and estimates a potential savings of around 1.5 percentage points.",0,0,0,0,0,1,-0.999999,0.142857122,0,0,0,0,4,3,0.142857122,0.437499973,0,0,0,1,0,0
Employers Holdings Inc,Q2 2024,Financial Services,"Kathy, competition, anything you would say about level of competition, that people seem more, competitors more enthused about workers' comp, about the same?","Yeah, I'd say it's about the same. You know, when you look at the sectors and policy sizes that we write, we would continue to say that the environment is fairly competitive. You know, when we look at our renewal book and adjust for changes in exposure, our 2024 average rate showed a year-over-year rate decrease of between 3% and 4%, and that's pretty typical of what we've been seeing over the last several quarters. So, yes, things are, you know, a lot of that is being driven by the decreases in lost costs that the bureaus are filing. But it's still competitive.","Kathy indicates that the level of competition in workers' compensation remains consistent, with a competitive environment reflected in a 3-4% average rate decrease for 2024. This trend is largely influenced by reductions in lost costs reported by the bureaus.",0,0,0,0,0,3,-0.999999667,0.374999953,0,1,-0.999999,0.024999999,7,7,0,0.349999991,0,0,0,1,0,0
Employers Holdings Inc,Q2 2024,Financial Services,"My first question kind of actually follows on from one of Mark's questions on Medicare, but my understanding is there's the Florida, there's some significant fee schedule changes coming. I was hoping you could comment on kind of your ability to manage that, particularly in the context of Florida being more of an administered pricing state so less I guess flexibility on how you can price each risk.","Yeah, it's a great question, Matt. You know, I'll say internally, we haven't analyzed the legislation in Florida yet or, you know, or NCCI's recent filing in response to those medical fee changes. My understanding is the changes are effective in January of 2025, and that the primary reason driver of the increase is expected to be physician services and the cost of those services, a little bit coming from hospital outpatient. But I believe NCCI is projecting a 5.6% increase in costs as a result of those legislative changes. But as you said, the truth of the matter is, you know, with Florida being the last remaining administered pricing state, there isn't a whole lot that we can do if we disagree with the pricing, you know, other than tighten our underwriting standards. But in terms of pricing flexibility in Florida, we have none. So we'll just have to look at the business that we're writing, and if we feel it's necessary, tighten our underwriting standards from a declination standpoint.","The question addresses upcoming Medicare fee schedule changes in Florida and their impact on pricing flexibility. The answer indicates that the speaker's organization has not yet analyzed the changes, which are expected to increase costs by 5.6%, and emphasizes the lack of pricing flexibility due to Florida's administered pricing system, suggesting a focus on tightening underwriting standards instead.",0,2,-0.9999995,0.076923074,9,2,0.636363579,0.423076907,2,5,-0.428571367,0.102941175,16,8,0.333333319,0.352941171,2,0,0,1,2,0
Employers Holdings Inc,Q2 2024,Financial Services,"And then this one for Mike on reserves, on the favorable reserve development in the quarter. Can you give us any color on trends by accident year or just kind of anything, you know, kind of peel back the onion a little bit on some of the movements behind the scenes that led to that good result?",Sure. So the favorable development that we saw this quarter was predominantly years 2022 and prior. We did have a little bit of unfavorable experience in 2023 that partially offset the amount that we recognized relating to other states with some large losses that occurred late in the year and have developed a little bit unfavorably in this calendar year. And that's where we came out.,"The favorable reserve development this quarter mainly stems from accident years 2022 and earlier, although there was some unfavorable experience in 2023 due to large losses in certain states. Overall, the positive results were somewhat offset by these recent losses.",0,1,-0.999999,0.049999998,4,2,0.333333278,0.299999985,0,4,-0.99999975,0.190476181,2,5,-0.428571367,0.333333317,0,0,0,0,0,0
Employers Holdings Inc,Q2 2024,Financial Services,Is there much of a difference between the performance of the book you're getting from ADP versus your non-ADP book?,"We do analyze those results separately. And the ADP book of business for us has always been very favorable. And it continues to be. We have a very strong relationship with them and continue to. And, you know, I think it's a very strong book. We haven't seen any changes in that book of business.","The performance of the ADP book is consistently favorable and strong compared to the non-ADP book, with no observed changes in its results. The relationship with ADP remains solid.",0,0,0,0,1,2,-0.333333222,0.374999953,0,0,0,0,3,0,0.999999667,0.214285699,0,0,0,0,0,0
Employers Holdings Inc,Q1 2024,Financial Services,"I was hoping you could, it caught the 14% growth in the top line, kind of X the audit premiums. Could you break that down a level and just help us understand a little bit, you know, what builds up to that 14%, you know, TIF growth, payroll, you know, exposure growth, kind of what rates are doing overall? And then alongside that, you know, what states are you seeing the strongest growth out of and which states are a little more of a struggle?","Yeah, sure. So, you know, we're really pleased with the level of growth that we're currently seeing. And it's widespread. It's arising from all of our major distribution channels. During the first quarter, our enforced premium from our core agency segment increased. Those are our independent agents and our national partners. That premium increased by about 9%. And then our SPA segment, which is specialty, payroll, and alternative distribution, increased by 22%. A lot of that was driven by the alternative distribution channel, which is our digital book. You know, I've mentioned in the past we continue to see a big shift towards API utilization. So we're seeing major upticks in our submissions and our quotes and our binds because we put a lot of energy into providing ease to our distribution partners in terms of finding the policies. And then, you know, I'd also say our appetite expansion effort is contributing to that overall growth. that business is performing at a loss ratio similar to our other target classes. In the first quarter, our appetite expansion classes generated $38 million, or 18% of our new and renewal premium. So hopefully that gives you a little bit of color.","The respondent highlights a 14% growth in top-line revenue, driven by a 9% increase in core agency premiums and a 22% rise in the specialty segment, particularly through alternative distribution channels. They also note that appetite expansion efforts are contributing positively to overall growth.",1,1,0,0.068965515,9,3,0.499999958,0.413793089,1,2,-0.333333222,0.034090909,18,4,0.636363607,0.249999997,3,0,0,0,0,0
Employers Holdings Inc,Q1 2024,Financial Services,"You talked a little bit on the expense ratio about, you know, couple of reasons why it's maybe a little high during the quarter, but continuing to expect good improvement throughout the year. Is there any one times kind of in that number in Q1? Could you point those out? What might just be in there and won't happen again versus more of kind of pulling expenses out through the charity consolidation or leveraging growth, things like that?","Sure, Matt, I'll take that. So the charity savings were pretty much as expected. And as we mentioned before, they nearly fully emerged in the first quarter. So no surprises there. We mentioned payroll and benefit costs, and those are seasonally higher in the first quarter because all kinds of things reset. So if you look year over year, you'll see that that's kind of seasonably higher. I think what you're referring to in this quarter in a bit of a non-recurring manner is we did have about $1.5 million of incremental bad debt expense. And that related to some noncompliant policies. I say noncompliant because they never conform to their final audit. And that is behind us. So we do not expect to see anything like that in future quarters as it relates to our noncompliant premium. And that was about it.","The expense ratio was higher in Q1 due to seasonal payroll and benefit costs, along with a one-time $1.5 million bad debt expense related to noncompliant policies, which is not expected to recur in future quarters. Overall, charity savings were as anticipated, and improvements are expected throughout the year.",1,0,0.999999,0.037037036,8,4,0.333333306,0.444444428,1,4,-0.59999988,0.104166664,8,5,0.230769213,0.270833328,3,0,0,1,0,0
Employers Holdings Inc,Q1 2024,Financial Services,"You were assuming that you're making provision in your reserves for a step up in medical inflation. Could you go into more detail? What is the medical inflation as you see it now? What kind of buffer are you putting in, maybe not expectation, but in case medical inflation does pick up?","Yeah. So, you know, up to this point, and I like the fact that you said in case medical inflation does pick up, but because up to this point, medical inflation and the economic data that, you know, we review has remained relatively mild when you compare it to other sectors like energy or housing or food. And so that's really good news for workers' compensation and for us. We continue to monitor our prescription drug costs. We started doing that about a year ago. After controlling for the mix of drugs over time, we've seen that our internal index for in-network pharmacy costs are really fairly, they're generally consistent with what we've experienced prior to the pandemic. We did see a bit of an uptick in the most recent year but it was really a reversal of the decrease in drug costs that we experienced in the preceding years. So it's really back to kind of where it was before. That additional reserve that you spoke about that we're holding for the possibility of an increased inflation that's sort of over and above the implicit amount that's buried in our reserve triangles is a little over $14 million right now. And when you think about the accident-year-loss ratio that we booked and it was slightly higher, we felt when we put those two together that we're in a good place should we see an uptick in inflation.","The respondent indicates that medical inflation has remained mild compared to other sectors, which is positive for workers' compensation. They are monitoring prescription drug costs and have set aside over $14 million as a buffer against potential increases in medical inflation.",0,0,0,0,2,4,-0.333333278,0.315789457,0,2,-0.9999995,0.021276596,13,16,-0.103448272,0.308510635,3,0,0,1,0,0
Employers Holdings Inc,Q1 2024,Financial Services,"You see competition. Clearly, you're doing pretty well on new business. Do you perceive any change in appetite on the part of other carriers as the issue goes?","Yeah, we're not really seeing too much of a change there. For the business sectors and the premium sizes that we write, you know, we continue to characterize the environment as competitive. You know, we're having more success finding policies that are a little bit larger than our typical average policy size. So that's increased our average policy size by about 9% in Q1. but it's still very small at about 5,600. But when you look at new business, our average policy size is up about 12% to about 5,800. You know, our average rate change for the quarter was a decrease between 5% and 6%, but when you adjust that for, you know, exposure and split it out between wages and employment, changes, it's closer to what we've been seeing in the 2% to 4% range.","The respondent notes that despite a competitive environment, they are successfully increasing their average policy size by about 9% in Q1, with new business seeing a 12% increase. However, they report a slight decrease in average rates, adjusting to a more typical range of 2% to 4%.",0,0,0,0,1,1,0,0.166666653,1,0,0.999999,0.020833333,8,4,0.333333306,0.249999995,0,0,0,1,0,0
Employers Holdings Inc,Q1 2024,Financial Services,Is that up 2% to 4% or down 2% to 4%?,"Down. Down. Sorry. Down 2% to 4%. So the rate would be down 5% to 6% when you take into account wages, exposures, down 2% to 4%. It's not as big of a decrease, correct.","The answer clarifies that the rate is down 2% to 4%, with an overall decrease of 5% to 6% when considering wages and exposures.",0,0,0,0,0,0,0,0,0,1,-0.999999,0.111111099,2,2,0,0.444444395,0,0,0,1,0,0
Employers Holdings Inc,Q1 2024,Financial Services,"What's your sense on... Going back to your NCCI days and carrying forward, what's your sense about the pace of industry-wide reserve gains? Where do you think we stand? Do you think the industry is past peak, or do you think it can – continue at the current level or maybe even increase in coming periods? Just sort of not trying to get information about your outlook on your own book, but just your sense of where the industry stands.","Yeah, you know, it's hard to say. I always look forward to AIS, which we'll be going to in a couple of weeks. And NCCI will be putting out their reserve redundancy or deficiency estimates then. You know, last year they increased the level of redundancy from the prior year. You know, I was a little surprised to see that. But, you know, it's a very healthy redundancy is what they came up with last year. So, it'll be very interesting to see what they say this year. It appears as though carriers are continuing to release reserves, including us. So I haven't seen too much of a change there when I look at the industry as a whole in terms of behaviors on reserves.","The speaker expresses uncertainty about the pace of industry-wide reserve gains but notes that NCCI's upcoming estimates will provide more clarity. They mention that last year's reserve redundancy was healthy and that carriers, including their own, continue to release reserves without significant changes in industry behavior.",1,0,0.999999,0.031249999,12,3,0.59999996,0.468749985,0,1,-0.999999,0.024390243,9,4,0.384615355,0.317073163,1,0,0,1,0,0
Employers Holdings Inc,Q4 2023,Financial Services,"I wonder if you might maybe just comment on the strategic partnerships you have, the distribution agreements with some of the payroll processors, for instance. I know you had been kind of restructuring some of the commissions for new versus renewal. Could you just give us an update on where we stand with those updated commissions? Is that fully reflected in the P&L? How do you feel about the growth prospects in that channel for 2024?","Yeah, so I would say that the changes in any commission structures with our payroll partners have been fully reflected in the financials that you are seeing. That was a couple of years ago. So, you know, we don't expect that to have much of a change going forward. The growth in all of our segments is really quite strong, whether you look at it from our payroll partners or any alternative distribution channels. Our core business is growing really strong, and I've said in the past, you know, that's due to our new sales and underwriting operating model. So we're seeing quite a bit of growth across all of our segments in addition to the payroll partner channels.","The speaker confirms that changes in commission structures with payroll partners are fully reflected in the financials and expects little change moving forward. They express confidence in strong growth across all segments, including payroll partnerships, driven by a new sales and underwriting model.",0,1,-0.999999,0.032258063,10,0,0.9999999,0.322580635,0,2,-0.9999995,0.044444443,8,3,0.454545413,0.244444439,3,0,0,0,0,0
Employers Holdings Inc,Q4 2023,Financial Services,"And then just the question about medical inflation, I think you've suggested it's maintained or continued to be pretty benign. Is there a historical pattern of kind of a delayed impact in medical, you know, it takes a while for selective bargaining to catch up or for government fee schedule to adjust. Is that a real thing based on your experience or is there less reason to think there might be a delayed impact on medical cost inflation?","Well, you know, I would agree with what you said. Up to this point, medical inflation in the economic data has been relatively mild, especially compared to the inflation in the other sectors like energy and housing or food. So that's really good for us. We have not also, you know, also I'd say we have not seen it within our data. any indication that medical inflation is creeping up. In terms of whether or not there's a lag, I haven't necessarily seen any studies that are pointed just at looking at that. I've seen the same news articles that you have seen that perhaps that's what's going on. What I will say, though, is we have taken a look at some scenarios in case that does happen, and we have recognized an explicit medical inflation addition to our reserves, and we did that a couple of years ago, maybe a year and a half ago, and that's reflected in our current reserves. So we feel like if we do see something happen with medical inflation, we're in a good spot, and we've tried to already contemplate that in our reserves.","The speaker acknowledges that medical inflation has remained mild compared to other sectors and has not shown signs of increasing in their data. They also mention having proactively adjusted their reserves to account for potential future medical inflation, despite not having definitive studies on any lag effects.",0,3,-0.999999667,0.083333331,10,7,0.176470578,0.472222209,0,1,-0.999999,0.013157895,8,11,-0.157894729,0.249999997,2,0,0,2,0,0
Employers Holdings Inc,Q3 2023,Financial Services,"Kathy, I think the new business or the premium growth excluding the audit adjustments was up in the double digits again. You have talked about your expansion and appetite for new class codes. I wonder if you could say whether you think the environment on a go-forward basis Is it good enough that it should allow you to kind of expand at a similar pace? Are you looking at other expansions that perhaps can increase your underwriting appetite? Just kind of a sense on the top line dynamic here.","Yeah. Well, let me give you a few numbers and then I'll talk a little bit more about the appetite expansion effort. During the third quarter, we increased our audit accrual by $1.2 million, and so that now stands at $40.2 million. That compares to what we did in Q3 of 2022 when we increased our audit accrual by $9 million. So there's a bit of a difference there. Also, audit pickups remained strong in the third quarter. That totaled about $7.4 million, which compares to $12.5 million in the third quarter of 2022. So when you exclude, as you were mentioning, all the final audit pickup and change in accrual amounts, our gross written premium increased about 12% in the third quarter of 2023 relative to the third quarter of 2022. So yes, we still do have double digit growth when you take out the audit premium adjustments. We also recognized about $14.5 million in endorsements in the third quarter, and that's up $3.5 million from last year. In addition, about $1.3 million came through in noncompliance premium. So as expired policies are being audited, we endorse the enforced policies upward to reflect that change in payroll, and that's generating a tailwind for endorsements. So we are bullish on our opportunities for growth. We continue to look at opportunities to expand our appetite. And we formed a committee to do that. They are still in effect. And we're looking at class codes that we can open up in 2024. Just to give you an idea of how that's impacting our growth, Through September 30th, new business was at $115 million of written premium and about $40 million of that is coming from our appetite expansion classes. So we like what we're seeing there. The loss ratio is coming in very similar to what we've seen on our traditional target classes and so we do expect to continue that effort.","Kathy reported a 12% increase in gross written premium for Q3 2023 compared to Q3 2022, excluding audit adjustments, and highlighted ongoing efforts to expand their underwriting appetite through new class codes. She expressed optimism about future growth opportunities, supported by strong endorsement activity and a favorable loss ratio.",0,0,0,0,9,2,0.636363579,0.305555547,3,2,0.19999996,0.045454545,23,8,0.483870952,0.281818179,2,0,0,0,0,0
Employers Holdings Inc,Q3 2023,Financial Services,"And then healthcare inflation, what's your take? It seems like there's some additional discussion, but maybe not much sign of it yet. What do you think?","Yeah, we're certainly keeping an eye on it. Up to this point, medical inflation in the economic data has been mild relative to the inflation that we're seeing in other sectors, like energy or housing and food, and so that's good news. I can tell you that internally this quarter we performed a study that looked just at prescription drugs and whether or not we're seeing an inflationary impact on a defined basket of pharmaceuticals. And we found that our internal drug cost index for in-network pharmacy costs, it's been decreasing every year since 2019, but did experience an uptick in 2023. But despite that increase from 2022 to 2023, pharmacy costs are still lower now than they were back in 2019. So we have seen a little year-over-year increase after many years of decreasing, but it's still lower than it was pre-pandemic.","Healthcare inflation has been relatively mild compared to other sectors, with a slight increase in prescription drug costs in 2023, although they remain lower than pre-pandemic levels. Overall, the situation appears stable, with ongoing monitoring of trends.",0,0,0,0,2,1,0.333333222,0.29999997,1,0,0.999999,0.017543859,5,9,-0.285714265,0.245614031,2,0,0,0,0,0
Employers Holdings Inc,Q3 2023,Financial Services,I just wanted to know what the average policy size is for that business. Is it bigger or smaller than your traditional book?,"Yeah, it is larger. In fact, we've seen our average policy size increasing quite a bit since we entered into the appetite expansion. Of course, some of that is coming from just the economic growth that that I've talked about in the past with higher employment levels and wages increasing and so forth. But we have seen our average policy size for our Enforce book go from about 5,200 to about 5,500 over the course of the last year or so. So it is increasing.","The average policy size for the business is larger than traditional policies, having increased from approximately $5,200 to $5,500 recently, influenced by economic growth factors.",0,0,0,0,2,0,0.9999995,0.222222198,0,1,-0.999999,0.030303029,2,3,-0.19999996,0.151515147,0,0,0,0,0,0
Employers Holdings Inc,Q3 2023,Financial Services,"Is that largely attributed to the expansion classes, or is that, like you said, just kind of more of a... the size of the payroll base going up in all of your platforms?","It's both. I would say it's both, Bob. It's both the increasing wages and our appetite expansion effort.",The increase is attributed to both rising wages and efforts to expand classes. Both factors contribute to the growth in the payroll base across platforms.,0,0,0,0,2,0,0.9999995,0.19999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Employers Holdings Inc,Q3 2023,Financial Services,Quick question on Serity. I understand you're trying to consolidate Serity into the employer's platform. It sounds like you expect that to be pretty robust. pretty much done in 2024 is that is that what your expectations are,"Yeah, we expect to have a lot of the work done in 2023 and to start experiencing the benefits of that from an expense standpoint in 2024.","The question inquires about the consolidation of Serity into the employer's platform, expecting it to be completed by 2024. The answer confirms that most work will be finished in 2023, with benefits anticipated in 2024.",0,1,-0.999999,0.052631576,7,2,0.555555494,0.473684186,1,0,0.999999,0.09999999,1,1,0,0.19999998,0,0,0,0,0,0
